gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737825842	120	1	119	SUPERFAMILY	SSF51679	IPR011251	Luciferase-like domain	GO:0016705|GO:0055114
2737825843	352	5	346	SUPERFAMILY	SSF89733	IPR003767	Malate/L-lactate dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2737825846	437	163	248	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2737825846	437	1	129	SUPERFAMILY	SSF102735	IPR008881	Trigger factor, ribosome-binding, bacterial	GO:0006457|GO:0015031
2737825846	437	250	434	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2737825846	437	88	243	SUPERFAMILY	SSF54534			
2737825847	202	120	133	ProSitePatterns	PS00382	IPR018215	ClpP, active site	GO:0004252|GO:0006508
2737825847	202	19	200	SUPERFAMILY	SSF52096			
2737825848	422	115	268	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737825848	422	12	51	SMART	SM00994	IPR010603	Zinc finger, ClpX C4-type	GO:0008270|GO:0046983
2737825848	422	319	414	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2737825848	422	64	404	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737825848	422	13	48	SUPERFAMILY	SSF57716			
2737825849	198	13	198	SMART	SM00464	IPR003111	Peptidase S16, lon N-terminal	GO:0004176|GO:0006508
2737825849	198	13	198	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2737825850	608	1	232	SMART	SM00434	IPR002205	DNA topoisomerase, type IIA, subunit A/C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2737825850	608	2	249	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
2737825850	608	270	588	SUPERFAMILY	SSF101904			
2737825851	368	1	365	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2737825852	366	95	270	ProSiteProfiles	PS51171	IPR001086	Prephenate dehydratase	GO:0004664|GO:0009094
2737825852	366	5	95	ProSiteProfiles	PS51168	IPR002701	Chorismate mutase	GO:0046417
2737825852	366	15	94	SMART	SM00830	IPR002701	Chorismate mutase	GO:0046417
