gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737825843	352	56.16	1	349	1	349	0.0e+00	459	KO:K00016	L-lactate dehydrogenase [EC:1.1.1.27]	EC:1.1.1.27	Yes
2737825846	437	80.92	1	435	1	435	0.0e+00	803	KO:K03545	trigger factor		Yes
2737825847	202	82.67	1	202	1	202	1.3e-120	386	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2737825848	422	86.73	1	422	1	421	0.0e+00	830	KO:K03544	ATP-dependent Clp protease ATP-binding subunit ClpX		Yes
2737825851	368	74.39	1	365	1	366	0.0e+00	641	KO:K00831	phosphoserine aminotransferase [EC:2.6.1.52]	EC:2.6.1.52	Yes
2737825852	366	81.94	5	364	4	363	0.0e+00	685	KO:K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	EC:4.2.1.51	Yes
2737825852	366	81.94	5	364	4	363	0.0e+00	685	KO:K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	EC:5.4.99.5	Yes
2737825853	298	58.1	3	286	2	285	1.8e-112	372	KO:K04517	prephenate dehydrogenase [EC:1.3.1.12]	EC:1.3.1.12	Yes
2737825854	671	74.81	1	670	1	670	0.0e+00	1110	KO:K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	EC:2.5.1.19	Yes
2737825855	559	94.44	1	558	6	563	0.0e+00	1180	KO:K02945	small subunit ribosomal protein S1		Yes
2737825856	106	85.85	1	106	1	106	6.6e-61	206	KO:K05788	integration host factor subunit beta		Yes
2737825859	473	89.83	1	472	1	472	0.0e+00	980	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2737825859	473	89.83	1	472	1	472	0.0e+00	980	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2737825860	217	87.5	1	216	1	216	0.0e+00	453	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2737825860	217	87.5	1	216	1	216	0.0e+00	453	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2737825861	361	88.61	1	360	1	360	0.0e+00	721	KO:K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	EC:1.1.1.85	Yes
2737825863	559	74.45	3	550	17	562	0.0e+00	969	KO:K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	EC:6.2.1.-	Yes
2737825865	339	82.3	1	339	1	339	0.0e+00	657	KO:K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	EC:2.1.1.14	Yes
2737825867	161	81.99	1	161	1	161	3.9e-92	301	KO:K09767	uncharacterized protein		Yes
2737825868	353	76.75	1	353	1	357	0.0e+00	629	KO:K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	EC:1.3.1.98	Yes
2737825870	446	88.57	1	446	1	446	0.0e+00	913	KO:K01940	argininosuccinate synthase [EC:6.3.4.5]	EC:6.3.4.5	Yes
2737825871	105	83.81	1	105	1	105	8.0e-65	217	KO:K09913	uncharacterized protein		Yes
2737825874	429	77.52	1	427	4	430	0.0e+00	760	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.12	Yes
2737825874	429	77.52	1	427	4	430	0.0e+00	760	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.17	Yes
2737825877	196	71.28	2	196	5	199	6.3e-99	324	KO:K06187	recombination protein RecR		Yes
2737825878	107	81.82	1	107	1	110	7.1e-59	201	KO:K09747	uncharacterized protein		Yes
2737825879	648	65.77	1	646	1	666	0.0e+00	894	KO:K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	EC:2.7.7.7	Yes
2737825881	227	84.96	2	227	96	321	0.0e+00	446	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737825882	277	83.09	6	277	11	282	0.0e+00	512	KO:K02050	NitT/TauT family transport system permease protein		Yes
2737825883	260	85.66	3	260	2	259	0.0e+00	512	KO:K15555	sulfonate transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2737825883	260	87.21	3	260	2	259	0.0e+00	514	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2737825884	264	75.73	25	263	31	269	0.0e+00	428	KO:K05836	GntR family transcriptional regulator, histidine utilization repressor		Yes
2737825887	347	85.3	1	347	1	347	0.0e+00	698	KO:K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	EC:1.2.1.12	Yes
2737825888	718	48.42	7	713	13	705	0.0e+00	701	KO:K07093	uncharacterized protein		Yes
2737825890	202	48.74	1	199	1	189	2.9e-53	194	KO:K09975	uncharacterized protein		Yes
