gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737825846	437	11	417	0.0e+00	431.3	TIGR00115	trigger factor
2737825847	202	9	200	1.2e-106	340.7	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2737825848	422	2	414	0.0e+00	667.1	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
2737825851	368	4	367	0.0e+00	475.8	TIGR01364	phosphoserine aminotransferase
2737825852	366	11	84	3.6e-30	90.4	TIGR01807	chorismate mutase domain of proteobacterial P-protein, clade 2
2737825854	671	17	446	0.0e+00	437.7	TIGR01356	3-phosphoshikimate 1-carboxyvinyltransferase
2737825854	671	450	663	6.8e-68	215.6	TIGR00017	cytidylate kinase
2737825855	559	3	520	0.0e+00	660.4	TIGR00717	ribosomal protein S1
2737825856	106	1	94	6.3e-40	121.7	TIGR00988	integration host factor, beta subunit
2737825859	473	1	472	0.0e+00	778.9	TIGR00170	3-isopropylmalate dehydratase, large subunit
2737825860	217	1	196	3.6e-84	267.3	TIGR00171	3-isopropylmalate dehydratase, small subunit
2737825861	361	2	356	0.0e+00	486	TIGR00169	3-isopropylmalate dehydrogenase
2737825862	233	3	233	5.0e-109	350.5	TIGR01745	aspartate-semialdehyde dehydrogenase, gamma-proteobacterial
2737825864	339	5	330	5.6e-122	392.9	TIGR03558	luciferase family oxidoreductase, group 1
2737825868	353	9	353	1.2e-71	227.3	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2737825870	446	13	421	0.0e+00	525	TIGR00032	argininosuccinate synthase
2737825873	114	3	114	1.5e-27	82.4	TIGR01617	transcriptional regulator, Spx/MgsR family
2737825874	429	23	417	1.5e-108	349.7	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2737825877	196	1	196	1.0e-71	226.5	TIGR00615	recombination protein RecR
2737825878	107	1	103	9.5e-34	101.9	TIGR00103	DNA-binding protein, YbaB/EbfC family
2737825879	648	3	362	1.4e-125	405.2	TIGR02397	DNA polymerase III, subunit gamma and tau
2737825884	264	28	257	3.6e-93	297.2	TIGR02018	histidine utilization repressor, proteobacterial
2737825887	347	2	337	1.1e-117	378.9	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2737825889	720	77	717	0.0e+00	635	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
2737825891	462	4	461	0.0e+00	590.9	TIGR02022	formiminoglutamate deiminase
2737825895	525	33	63	3.1e-07	16.9	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2737825896	68	1	66	1.9e-14	40	TIGR02811	formate dehydrogenase region TAT target
2737825897	585	6	209	1.2e-45	141.9	TIGR00786	TRAP transporter, DctM subunit
2737825898	203	23	203	1.0e-94	302.4	TIGR01323	nitrile hydratase, alpha subunit
2737825899	110	22	105	4.2e-30	90	TIGR00739	preprotein translocase, YajC subunit
2737825900	626	128	596	0.0e+00	480	TIGR01129	protein-export membrane protein SecD
2737825900	626	355	589	7.8e-75	238.4	TIGR00916	protein-export membrane protein, SecD/SecF family
2737825901	316	38	283	5.4e-79	252.4	TIGR00966	protein-export membrane protein SecF
2737825901	316	63	280	4.0e-53	167.4	TIGR00916	protein-export membrane protein, SecD/SecF family
2737825904	161	8	156	4.3e-64	200.9	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2737825910	345	7	328	0.0e+00	569.2	TIGR02012	protein RecA
2737825916	314	4	284	1.7e-101	325.1	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2737825918	223	11	223	1.4e-72	230	TIGR00608	DNA repair protein radc
2737825920	378	3	378	0.0e+00	521.8	TIGR01142	phosphoribosylglycinamide formyltransferase 2
2737825921	336	3	336	0.0e+00	460.3	TIGR01179	UDP-glucose-4-epimerase GalE
2737825923	183	4	180	1.0e-82	262.3	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2737825924	293	8	293	0.0e+00	518.4	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2737825927	525	7	448	0.0e+00	551.7	TIGR01982	2-polyprenylphenol 6-hydroxylase
2737825928	491	30	430	6.5e-56	176.1	TIGR00813	transporter, SSS family
2737825929	111	1	52	2.3e-26	77.9	TIGR02605	putative regulatory protein, FmdB family
2737825931	473	2	472	0.0e+00	591	TIGR00459	aspartyl-tRNA synthetase, bacterial type
2737825932	278	1	278	7.3e-130	418.9	TIGR02089	tartrate dehydrogenase
2737825938	332	6	327	3.0e-78	249.1	TIGR01397	flagellar motor switch protein FliM
2737825939	102	20	96	1.3e-34	104.2	TIGR02480	flagellar motor switch protein FliN
2737825940	101	17	86	3.5e-22	64.5	TIGR03500	flagellar biosynthetic protein FliO
2737825941	417	32	417	0.0e+00	515	TIGR01016	succinyl-CoA synthetase, beta subunit
2737825942	298	3	297	1.4e-125	404.4	TIGR01019	succinyl-CoA synthetase, alpha subunit
2737825943	236	12	193	9.4e-79	249.3	TIGR03717	integral membrane protein, YjbE family
2737825944	160	5	28	1.8e-11	29.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2737825950	754	45	753	0.0e+00	529.3	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2737825952	246	4	246	1.6e-104	334.7	TIGR01963	3-hydroxybutyrate dehydrogenase
2737825953	364	3	364	3.2e-110	354.4	TIGR00492	alanine racemase
2737825965	353	13	353	0.0e+00	453.1	TIGR01325	O-succinylhomoserine sulfhydrylase
2737825966	504	2	468	0.0e+00	514.6	TIGR01134	amidophosphoribosyltransferase
2737825978	218	6	216	1.9e-64	203.2	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2737825979	246	3	237	2.7e-81	258.6	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2737825981	266	1	265	1.7e-115	370.6	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2737825983	80	3	55	6.4e-14	37.3	TIGR01552	prevent-host-death family protein
2737825984	87	7	86	1.3e-31	94.9	TIGR02116	toxin-antitoxin system, toxin component, Txe/YoeB family
2737825989	704	1	695	0.0e+00	705.1	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2737825990	188	26	182	4.7e-64	200.9	TIGR01461	transcription elongation factor GreB
2737825994	143	46	137	3.0e-26	77.6	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2737825995	800	216	800	0.0e+00	851.6	TIGR00487	translation initiation factor IF-2
2737825995	800	300	461	3.2e-35	108.4	TIGR00231	small GTP-binding protein domain
2737825996	124	7	119	4.3e-28	84.4	TIGR00082	ribosome-binding factor A
2737825997	237	13	225	1.2e-79	252.9	TIGR00431	tRNA pseudouridine(55) synthase
2737826000	836	596	823	1.2e-43	135.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2737826000	836	597	834	1.7e-121	391.2	TIGR02393	RNA polymerase sigma factor RpoD, C-terminal domain
2737826007	142	1	142	9.5e-37	112.4	TIGR00701	TIGR00701 family protein
2737826013	158	2	158	1.1e-72	231.1	TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
2737826015	458	3	457	0.0e+00	546.5	TIGR00435	cysteinyl-tRNA synthetase
