gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757581545	325	3	318	0.0e+00	537.1	TIGR01306	guanosine monophosphate reductase, bacterial
2757581546	776	21	774	0.0e+00	945.2	TIGR01075	DNA helicase II
2757581548	346	29	336	1.7e-98	315.6	TIGR00938	homoserine kinase, Neisseria type
2757581549	930	7	930	0.0e+00	881.2	TIGR00593	DNA polymerase I
2757581552	333	3	333	1.6e-120	388	TIGR00747	3-oxoacyl-(acyl-carrier-protein) synthase III
2757581553	299	1	280	4.4e-93	297.9	TIGR00128	malonyl CoA-acyl carrier protein transacylase
2757581557	699	16	614	0.0e+00	759.2	TIGR03423	penicillin-binding protein 2
2757581558	176	13	162	6.9e-28	83.6	TIGR03426	rod shape-determining protein MreD
2757581559	305	11	290	1.1e-44	138.7	TIGR00219	rod shape-determining protein MreC
2757581560	281	1	276	0.0e+00	425.8	TIGR00904	cell shape determining protein, MreB/Mrl family
2757581562	282	5	281	3.2e-105	337.7	TIGR00655	formyltetrahydrofolate deformylase
2757581569	331	100	322	3.2e-52	162.8	TIGR02227	signal peptidase I, bacterial type
2757581570	233	14	228	1.9e-72	229.4	TIGR02191	ribonuclease III, bacterial
2757581571	336	41	205	3.7e-30	91.9	TIGR00231	small GTP-binding protein domain
2757581571	336	44	318	6.4e-82	261.9	TIGR00436	GTP-binding protein Era
2757581572	241	1	156	2.0e-22	65.8	TIGR00613	DNA repair protein RecO
2757581576	281	2	281	6.5e-119	383.5	TIGR03138	7-cyano-7-deazaguanine reductase
2757581578	427	14	419	1.1e-121	392.3	TIGR00786	TRAP transporter, DctM subunit
2757581580	335	41	295	2.8e-57	180.1	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2757581587	121	29	121	3.3e-33	100.9	TIGR00214	lipoate-protein ligase B
2757581589	301	12	298	1.1e-70	223.9	TIGR01121	D-amino acid aminotransferase
2757581591	285	17	282	5.4e-45	140	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2757581592	82	19	76	3.6e-26	77.3	TIGR01260	ATP synthase, F0 subunit c
2757581595	537	266	456	1.3e-27	83.2	TIGR00360	ComEC/Rec2-related protein
2757581598	147	17	131	1.6e-21	62.8	TIGR00369	uncharacterized domain 1
2757581602	747	500	566	1.4e-15	43.4	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
2757581609	260	9	258	2.8e-83	265.1	TIGR02427	3-oxoadipate enol-lactonase
2757581631	176	1	175	1.1e-76	243.8	TIGR01380	glutathione synthetase, prokaryotic
2757581634	350	16	344	3.1e-79	252.5	TIGR01128	DNA polymerase III, delta subunit
2757581639	238	13	219	8.1e-35	106.5	TIGR00697	conserved hypothetical integral membrane protein
2757581653	132	1	130	3.7e-24	72.4	TIGR00556	phosphopantetheine--protein transferase domain
