gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757581539	236	42	236	1	182	5.8e-43	147.5	pfam09995	DUF2236	218
2757581542	311	207	302	2	96	1.1e-31	108.8	pfam01551	Peptidase_M23	96
2757581543	145	19	119	1	95	2.3e-24	85.4	pfam04519	Bactofilin	98
2757581544	289	70	229	1	89	2.9e-17	63.1	pfam07859	Abhydrolase_3	211
2757581545	325	3	320	3	327	4.9e-64	216.4	pfam00478	IMPDH	345
2757581546	776	25	286	1	314	2.2e-71	240.8	pfam00580	UvrD-helicase	315
2757581546	776	291	652	1	348	2.6e-71	240.7	pfam13361	UvrD_C	349
2757581548	346	54	330	3	236	2.2e-32	112.8	pfam01636	APH	240
2757581549	930	6	172	2	158	8.2e-49	165.4	pfam02739	5_3_exonuc_N	159
2757581549	930	173	269	1	87	1.3e-23	83.3	pfam01367	5_3_exonuc	97
2757581549	930	334	520	2	174	2.6e-33	115.1	pfam01612	DNA_pol_A_exo1	175
2757581549	930	551	928	4	375	0.0e+00	502	pfam00476	DNA_pol_A	376
2757581550	734	10	401	2	379	1.1e-49	169	pfam00916	Sulfate_transp	381
2757581550	734	455	567	7	92	5.9e-08	32.2	pfam01740	STAS	117
2757581550	734	614	702	2	85	2.3e-15	56.3	pfam00027	cNMP_binding	88
2757581551	70	1	48	276	322	1.9e-07	30.3	pfam02504	FA_synthesis	323
2757581552	333	121	198	1	80	5.2e-33	112.6	pfam08545	ACP_syn_III	80
2757581552	333	244	333	1	90	2.4e-35	120.4	pfam08541	ACP_syn_III_C	90
2757581553	299	5	273	27	259	7.1e-24	84.8	pfam00698	Acyl_transf_1	319
2757581554	146	9	146	2	139	2.4e-37	128.2	pfam00106	adh_short	195
2757581555	558	1	312	12	295	1.2e-65	221.7	pfam00732	GMC_oxred_N	296
2757581555	558	403	546	1	144	8.0e-35	120.3	pfam05199	GMC_oxred_C	144
2757581556	252	6	245	3	235	1.0e-43	149.5	pfam01925	TauE	236
2757581557	699	60	238	2	178	9.2e-42	143.3	pfam03717	PBP_dimer	180
2757581557	699	269	609	1	305	6.2e-71	239	pfam00905	Transpeptidase	306
2757581558	176	12	162	5	157	2.0e-17	63.6	pfam04093	MreD	160
2757581559	305	132	280	1	149	7.1e-34	116.7	pfam04085	MreC	150
2757581560	281	1	276	54	325	6.3e-123	409.6	pfam06723	MreB_Mbl	327
2757581561	591	36	218	6	157	1.0e-18	68	pfam11845	DUF3365	157
2757581561	591	310	375	2	64	3.1e-17	62.2	pfam00512	HisKA	64
2757581561	591	422	539	2	110	1.3e-27	96.4	pfam02518	HATPase_c	111
2757581562	282	5	67	1	58	1.9e-07	30.6	pfam01842	ACT	67
2757581562	282	86	263	3	181	1.4e-39	135.6	pfam00551	Formyl_trans_N	181
2757581563	209	12	124	41	103	1.5e-07	31.3	pfam00574	CLP_protease	182
2757581564	454	26	449	11	406	3.2e-89	299.3	pfam00202	Aminotran_3	406
2757581565	103	11	103	1	88	9.9e-36	121.6	pfam12091	DUF3567	88
2757581567	231	1	223	3	221	1.2e-20	74.4	pfam11306	DUF3108	223
2757581568	111	2	108	1	107	7.2e-51	170.7	pfam06421	LepA_C	107
2757581569	331	123	205	1	70	2.3e-19	69	pfam00717	Peptidase_S24	70
2757581569	331	273	319	99	137	1.7e-07	31	pfam10502	Peptidase_S26	138
