gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757589896	238	20	92	2	69	2.0e-15	56.1	pfam04542	Sigma70_r2	71
2757589896	238	184	233	1	50	2.0e-18	65.5	pfam04545	Sigma70_r4	50
2757589897	274	10	227	2	123	4.4e-19	68.7	pfam01656	CbiA	128
2757589898	505	227	412	3	193	3.7e-10	39.6	pfam00448	SRP54	196
2757589899	681	6	661	1	656	0.0e+00	856.6	pfam00771	FHIPEP	658
2757589900	81	26	81	1	57	1.7e-10	41.3	pfam01066	CDP-OH_P_transf	66
2757589901	338	13	177	1	165	2.6e-73	244.9	pfam07991	IlvN	165
2757589901	338	183	326	1	144	9.4e-62	207.4	pfam01450	IlvC	144
2757589902	163	11	73	3	62	1.1e-14	53.9	pfam13710	ACT_5	62
2757589902	163	84	157	1	74	1.5e-27	95.5	pfam10369	ALS_ss_C	74
2757589903	590	21	188	2	164	5.8e-57	191.9	pfam02776	TPP_enzyme_N	172
2757589903	590	212	348	1	137	3.4e-47	159.5	pfam00205	TPP_enzyme_M	137
2757589903	590	413	562	1	153	2.9e-51	173.1	pfam02775	TPP_enzyme_C	153
2757589904	188	10	77	4	69	1.7e-04	21.1	pfam04542	Sigma70_r2	71
2757589904	188	124	177	4	53	4.5e-17	61.3	pfam08281	Sigma70_r4_2	54
2757589905	148	15	141	6	130	1.1e-30	106.5	pfam12279	DUF3619	131
2757589906	267	114	214	1	103	1.4e-26	92.9	pfam11304	DUF3106	104
2757589907	175	22	168	2	141	3.3e-19	69.3	pfam06271	RDD	141
2757589908	203	58	188	1	131	6.2e-39	133	pfam03641	Lysine_decarbox	132
2757589909	112	4	105	1	102	2.9e-45	152.9	pfam00543	P-II	102
2757589910	90	1	65	177	241	1.6e-11	43.7	pfam02540	NAD_synthase	242
2757589911	177	2	116	9	76	4.7e-06	26.7	pfam00254	FKBP_C	94
2757589912	151	15	149	3	129	5.1e-36	123.1	pfam00692	dUTPase	129
2757589913	407	7	184	1	154	5.6e-40	136.5	pfam02441	Flavoprotein	158
2757589913	407	189	374	1	185	1.5e-65	220.4	pfam04127	DFP	186
2757589914	575	30	297	1	266	3.0e-124	413.4	pfam06418	CTP_synth_N	266
2757589914	575	331	567	2	190	3.5e-53	180.1	pfam00117	GATase	190
2757589915	284	3	275	14	273	6.2e-63	212.1	pfam00793	DAHP_synth_1	275
2757589916	95	2	95	1	94	4.2e-33	113.4	pfam07045	DUF1330	94
2757589917	48	4	48	1	45	2.9e-17	62.9	pfam03952	Enolase_N	131
2757589919	207	7	161	2	130	5.8e-22	77.9	pfam04290	DctQ	132
2757589920	351	15	305	4	281	2.0e-33	115.9	pfam03480	DctP	286
2757589921	208	50	175	8	137	1.5e-25	89.6	pfam02613	Nitrate_red_del	137
2757589922	705	179	201	3	23	4.1e-06	26.2	pfam00037	Fer4	24
2757589922	705	329	352	1	24	9.0e-09	34.7	pfam00037	Fer4	24
2757589922	705	568	615	1	51	2.3e-07	30.7	pfam13187	Fer4_9	51
2757589923	243	4	131	2	121	5.3e-34	117.5	pfam11748	DUF3306	121
2757589924	185	8	155	2	141	1.1e-46	158.3	pfam11749	DUF3305	141
2757589925	500	270	344	3	62	2.9e-08	33.5	pfam00512	HisKA	64
2757589925	500	385	495	1	109	1.7e-21	76.7	pfam02518	HATPase_c	111
2757589926	607	1	401	35	431	2.5e-77	260.5	pfam00384	Molybdopterin	432
2757589926	607	490	596	2	111	1.2e-24	86.4	pfam01568	Molydop_binding	111
2757589927	270	2	97	54	136	2.9e-14	53.6	pfam00005	ABC_tran	137
2757589927	270	189	261	1	76	4.5e-09	36.2	pfam08402	TOBE_2	76
2757589928	247	15	243	1	258	1.6e-39	136.1	pfam03009	GDPD	259
2757589930	429	12	165	1	137	6.0e-46	155.5	pfam05201	GlutR_N	137
2757589930	429	180	315	2	138	3.4e-43	146.9	pfam01488	Shikimate_DH	138
2757589930	429	329	425	1	94	2.7e-26	91.7	pfam00745	GlutR_dimer	96
2757589931	213	12	203	4	192	9.0e-72	240.8	pfam03462	PCRF	192
2757589933	109	1	105	1	106	2.2e-20	72.6	pfam01491	Frataxin_Cyay	108
2757589934	425	42	288	7	242	7.1e-66	222	pfam02784	Orn_Arg_deC_N	242
2757589934	425	297	400	2	109	8.9e-18	64.3	pfam00278	Orn_DAP_Arg_deC	110
2757589935	199	44	161	12	124	7.0e-16	58.4	pfam01794	Ferric_reduct	124
2757589936	331	103	265	9	167	5.2e-29	100.9	pfam00174	Oxidored_molyb	172
2757589937	126	7	117	3	111	7.6e-21	74.2	pfam00072	Response_reg	112
2757589938	436	171	431	1	214	3.0e-46	157.7	pfam01578	Cytochrom_C_asm	214
2757589939	205	10	191	383	495	8.9e-29	100.4	pfam05140	ResB	495
2757589941	163	34	151	8	118	3.4e-21	75.5	pfam04073	tRNA_edit	123
2757589942	209	12	196	2	163	8.4e-51	172.1	pfam02660	G3P_acyltransf	163
2757589943	118	4	117	5	120	2.2e-21	76	pfam01042	Ribonuc_L-PSP	121
2757589944	394	5	264	1	258	8.5e-87	290.7	pfam00108	Thiolase_N	260
2757589944	394	271	393	2	123	1.2e-44	150.7	pfam02803	Thiolase_C	123
2757589945	285	38	237	4	190	1.1e-27	96.7	pfam00106	adh_short	195
2757589947	158	6	149	1	144	2.0e-65	218.9	pfam03255	ACCA	144
