gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757589896	238	46.15	24	236	25	245	1.6e-58	212	KO:K02405	RNA polymerase sigma factor for flagellar operon FliA		Yes
2757589897	274	43.89	8	269	7	268	6.5e-75	263	KO:K04562	flagellar biosynthesis protein FlhG		Yes
2757589899	681	58.4	2	668	21	692	0.0e+00	875	KO:K02400	flagellar biosynthesis protein FlhA		Yes
2757589901	338	92.01	1	338	1	338	0.0e+00	722	KO:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	EC:1.1.1.86	Yes
2757589902	163	95.09	1	163	1	163	1.8e-106	342	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2757589903	590	86.99	1	590	1	592	0.0e+00	1210	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2757589904	188	65.24	1	187	1	187	1.8e-86	288	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2757589908	203	71.89	11	195	7	191	1.2e-103	338	KO:K06966	uncharacterized protein		Yes
2757589909	112	90.18	1	112	3	114	6.1e-71	235	KO:K04751	nitrogen regulatory protein P-II 1		Yes
2757589911	177	70.59	1	170	1	170	2.1e-86	286	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2757589912	151	83.89	3	151	1	148	3.0e-89	292	KO:K01520	dUTP pyrophosphatase [EC:3.6.1.23]	EC:3.6.1.23	Yes
2757589913	407	75.62	1	402	1	402	0.0e+00	690	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2757589913	407	75.62	1	402	1	402	0.0e+00	690	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2757589914	575	87.43	28	575	1	549	0.0e+00	1120	KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	Yes
2757589915	284	85.87	1	283	1	283	0.0e+00	556	KO:K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	EC:2.5.1.55	Yes
2757589927	270	81.11	1	270	70	335	0.0e+00	490	KO:K05816	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	EC:3.6.3.20	Yes
